,Network,User,Date,Text,Positive,Neutral,Negative,Compound
170,@FoxNews,Susan A Briggs,Mon Sep 03 16:34:57 +0000 2018,"RT @GovMikeHuckabee: I was going to stay up late to knit a sweater for winter, but need to sleep to be ready for @foxandfriends on @FoxNews…",0.124,0.876,0.0,0.5023
171,@FoxNews,#let #the #❌Trump❌ #Times #❌Roll#🇺🇸#💯❌,Mon Sep 03 16:34:56 +0000 2018,"RT @FoxNews: After losing his father in the line of duty, dozens of police officers showed up to support this kindergartner on his first da…",0.095,0.813,0.092,0.0258
172,@FoxNews,𝕊𝕝𝕠𝕨 𝕋𝕙𝕖 ℝ𝕠𝕝𝕝 𝕆𝕟 𝕂𝕒𝕧𝕒𝕟𝕒𝕦𝕘𝕙,Mon Sep 03 16:34:56 +0000 2018,"@FoxNews Buzz, the only person I know from NASA that was a customer of my Families Jewelry Store, before my time, m… https://t.co/M6ZbUUa92Y",0.0,1.0,0.0,0.0
173,@FoxNews,Lord Dampnut is a Traitor,Mon Sep 03 16:34:56 +0000 2018,RT @Acosta: My dad worked in grocery stores for 40 years. I don’t understand @FoxNews is there something shameful about hard work? I’m prou…,0.0,0.82,0.18,-0.5574
174,@FoxNews,Vicki green,Mon Sep 03 16:34:54 +0000 2018,"RT @TeaPainUSA: Heads up.  Rudy Giluliani warned about ""Plan B and C"" if Mueller is not ""done"" by Sept. 1.  Expect a coordinated effort by…",0.0,0.913,0.087,-0.2732
175,@FoxNews,Mike Johnson,Mon Sep 03 16:34:54 +0000 2018,RT @Acosta: My dad worked in grocery stores for 40 years. I don’t understand @FoxNews is there something shameful about hard work? I’m prou…,0.0,0.82,0.18,-0.5574
176,@FoxNews,É mesmo?,Mon Sep 03 16:34:54 +0000 2018,RT @FoxNews: Firefighters in Brazil on Sunday worked to douse massive flames engulfing a 200-year-old history museum — as the country's pre…,0.0,1.0,0.0,0.0
177,@FoxNews,James,Mon Sep 03 16:34:54 +0000 2018,RT @FoxNews: Do you agree with President @realDonaldTrump? https://t.co/IocgCMNt3C,0.238,0.762,0.0,0.3612
178,@FoxNews,Mike P.,Mon Sep 03 16:34:54 +0000 2018,@FoxNews So what.,0.0,1.0,0.0,0.0
179,@FoxNews,"Eddie Donovan, Ph.D.",Mon Sep 03 16:34:54 +0000 2018,RT @EddieDonovan: @cnn @foxnews @nytimes @wsj Call the election.  It is over.  @wsj do I get a free subscription for my lucky spot on predi…,0.225,0.775,0.0,0.7269
180,@FoxNews,RESIST✊✌🖖,Mon Sep 03 16:34:53 +0000 2018,"RT @TeaPainUSA: Heads up.  Rudy Giluliani warned about ""Plan B and C"" if Mueller is not ""done"" by Sept. 1.  Expect a coordinated effort by…",0.0,0.913,0.087,-0.2732
181,@FoxNews,SaveAslave ❌,Mon Sep 03 16:34:53 +0000 2018,"RT @carterwpage: My most sincere thanks @ChuckRossDC, @brookefoxnews, @DailyCaller, @FoxNews. The rewrite of 2 years of deceitful history b…",0.256,0.623,0.12,0.5059
182,@FoxNews,ClubTopShelf,Mon Sep 03 16:34:53 +0000 2018,"RT @TeaPainUSA: Heads up.  Rudy Giluliani warned about ""Plan B and C"" if Mueller is not ""done"" by Sept. 1.  Expect a coordinated effort by…",0.0,0.913,0.087,-0.2732
183,@FoxNews,Barbara Clayton,Mon Sep 03 16:34:52 +0000 2018,"RT @amberlogan: @FoxNews We know that you love the rich and hate the working man. You keep touting this admins ‘jobs’ growth, but wages hav…",0.22,0.658,0.122,0.4588
184,@FoxNews,All retweets and no fun makes Gerg a dull boy,Mon Sep 03 16:34:51 +0000 2018,RT @Acosta: My dad worked in grocery stores for 40 years. I don’t understand @FoxNews is there something shameful about hard work? I’m prou…,0.0,0.82,0.18,-0.5574
185,@FoxNews,Assemblywoman Brittney Miller,Mon Sep 03 16:34:51 +0000 2018,"@Willydhunt @FoxNews Exactly, the illusion that all actors are making $30 million a project and living in one of their many mansions.",0.0,1.0,0.0,0.0
186,@FoxNews,LoveToInteract,Mon Sep 03 16:34:49 +0000 2018,"RT @TeaPainUSA: Heads up.  Rudy Giluliani warned about ""Plan B and C"" if Mueller is not ""done"" by Sept. 1.  Expect a coordinated effort by…",0.0,0.913,0.087,-0.2732
187,@FoxNews,Joe Olszewski,Mon Sep 03 16:34:49 +0000 2018,@patlust @thebraves_4 @Vale46_44 @FoxNews @realDonaldTrump The Huffington Post really? The anti Trump lib city pape… https://t.co/wz3lZbHd5i,0.0,0.853,0.147,-0.3774
188,@FoxNews,Colin,Mon Sep 03 16:34:49 +0000 2018,RT @Enrique_Acevedo: This is outrageous. Russian state TV is now stealing show ideas from @FoxNews! https://t.co/0xxmvRDZRA,0.0,0.667,0.333,-0.7901
189,@FoxNews,waitforit,Mon Sep 03 16:34:49 +0000 2018,RT @FoxNews: Connecticut police officer killed in South Carolina trying to break up fight https://t.co/MBvuwaXzDD,0.0,0.647,0.353,-0.7964
190,@FoxNews,Shawn Foster,Mon Sep 03 16:34:48 +0000 2018,@john_ravensc @FoxNews Amen!! Fox News is evil,0.0,0.546,0.454,-0.717
191,@FoxNews,Vncenza,Mon Sep 03 16:34:48 +0000 2018,@the_spr @FoxNews @BretBaier @marthamaccallum You need to do some research on your own. Dems are not going to read… https://t.co/a37vPMKwmn,0.0,1.0,0.0,0.0
192,@FoxNews,A Basketball Jones,Mon Sep 03 16:34:47 +0000 2018,"@FoxNews @POTUS I call BS!  Wages stagnant,  health care cost rising, National debt increasing, corrupt GOP leading… https://t.co/tfUwwqfbky",0.166,0.715,0.119,0.2481
193,@FoxNews,silentmajority,Mon Sep 03 16:34:47 +0000 2018,"RT @FoxNews: ""Respect is still alive in this great country of ours.""

A Wisconsin fire department recently captured a touching moment on on…",0.336,0.582,0.082,0.8126
194,@FoxNews,Rachel Zee,Mon Sep 03 16:34:47 +0000 2018,RT @Acosta: My dad worked in grocery stores for 40 years. I don’t understand @FoxNews is there something shameful about hard work? I’m prou…,0.0,0.82,0.18,-0.5574
195,@FoxNews,Lisa Rozner,Mon Sep 03 16:34:45 +0000 2018,@gcotler @Irritated_RN @FoxNews Hi when was this pic taken? Can we air it on @CBSNewYork with credit to you? Pls fo… https://t.co/xosWpooUfX,0.176,0.824,0.0,0.504
196,@FoxNews,American Patriot,Mon Sep 03 16:34:45 +0000 2018,RT @RoyalTXGirl: @VetWithACause @rhUSMC @CptAzzcough @FoxNews @MeghanMcCain @Vote2MAGA_DJT @lonestarmango @Tbaldwin510B @GatesRobin @dontca…,0.0,1.0,0.0,0.0
197,@FoxNews,susan hominiuk,Mon Sep 03 16:34:44 +0000 2018,"RT @FoxNews: .@GovMikeHuckabee: “Workers wages are up, not down. People are getting bonuses and pay raises that they haven’t had in a long…",0.144,0.8,0.056,0.4939
198,@FoxNews,Ken Mora,Mon Sep 03 16:34:42 +0000 2018,@AVIII75 @FoxNews Fascisim too.,0.0,1.0,0.0,0.0
199,@FoxNews,Sahil Desai,Mon Sep 03 16:34:40 +0000 2018,Didnt .@foxandfriends .@seanhannity sham .@tedcruz because Trump’s friend #Pecker said Cruz’s dad killed JFK.  You… https://t.co/j4L2G1txlO,0.147,0.645,0.207,-0.3182
200,@BBC,Sulekha,Mon Sep 03 16:35:11 +0000 2018,"RT @Vikramso83: #HappyJanmashtami 
Do you know shree Krishna is not complete god and not get complete solution .So how get it .Must watch s…",0.0,0.854,0.146,-0.4168
201,@BBC,Melissa in SC,Mon Sep 03 16:35:09 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
202,@BBC,Dhiraj Kumar,Mon Sep 03 16:34:52 +0000 2018,"RT @ChetnaSharma_: #krishnajanmashtami
श्री कृष्ण तो सिर्फ तीन लोक के भगवान हैं जबकि कबीर परमेश्वर अनंत कोटी ब्रह्मांड के मालिक हैं 
ये ही…",0.0,1.0,0.0,0.0
203,@BBC,The Unrepentant American 🤟 🇺🇸,Mon Sep 03 16:34:41 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
204,@BBC,Luke McQueen,Mon Sep 03 16:34:40 +0000 2018,"Another message to @BBC &amp; @bbcthree. You have the power to stop this. 
Ban #thelukemcqueenpilots 
Please RT… https://t.co/vetmmYhNlE",0.097,0.632,0.272,-0.631
205,@BBC,Scott,Mon Sep 03 16:34:39 +0000 2018,@SocialM85897394 Don't pay the @BBC licence,0.206,0.794,0.0,0.0762
206,@BBC,Pirate,Mon Sep 03 16:34:38 +0000 2018,Proof that #CNN is NOT a news network! @CNN ⁦@cnni⁩ ⁦@BBC⁩ ⁦@BBCWorld⁩ ⁦@CNNSitRoom⁩ #tcot #LaborDayWeekend  https://t.co/wzzJc9YZNe,0.0,1.0,0.0,0.0
207,@BBC,paul walsh  #WeStandWithCorbyn,Mon Sep 03 16:34:36 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
208,@BBC,#JusticeforALL,Mon Sep 03 16:34:29 +0000 2018,@BrainOnShoesOff @IsaacKappy @nytimes @BBC Disgusting,0.0,0.541,0.459,-0.5267
209,@BBC,The Joker 🃏,Mon Sep 03 16:34:17 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
210,@BBC,Louisa King,Mon Sep 03 16:34:15 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
211,@BBC,whatzen,Mon Sep 03 16:34:08 +0000 2018,RT @whatzen: BRILLIANT just BRILLIANT!!! @FoxNews @LibertyGirl20 @NoMoreDon8 @CNN @BBC @kanyewest @marklevinshow @MZHemingway @seanhannity…,0.453,0.547,0.0,0.8988
212,@BBC,Yogesh Hyderabad,Mon Sep 03 16:33:54 +0000 2018,"RT @DealingWithEvil: @CNNnews18 @BJP4India We need #PurushAayog men's commission to save innocent men from #Suicide 

@Ei_Samay @DainikBhas…",0.272,0.728,0.0,0.6808
213,@BBC,whatzen,Mon Sep 03 16:33:45 +0000 2018,BRILLIANT just BRILLIANT!!! @FoxNews @LibertyGirl20 @NoMoreDon8 @CNN @BBC @kanyewest @marklevinshow @MZHemingway… https://t.co/4xv7JLNU7b,0.499,0.501,0.0,0.8988
214,@BBC,Jim Roberts,Mon Sep 03 16:33:42 +0000 2018,"RT @ArgyleLoz: The @BBC has allowed Julia Hartley-Brewer and Lord Sacks to monster @jeremycorbyn with disgusting allegations unchallenged,…",0.0,0.833,0.167,-0.5267
215,@BBC,Karl M,Mon Sep 03 16:33:27 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
216,@BBC,Edd,Mon Sep 03 16:33:27 +0000 2018,@slartybartfarst @BBC Well if they're right the joke's on them... my heating bill's gonna go down for sure,0.216,0.784,0.0,0.5267
217,@BBC,"kind,thoughtful&proud#JC9#WeAreCorbyn",Mon Sep 03 16:33:16 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
218,@BBC,Miss #KarishmehIRISH #DJSERIOUS PG2550500,Mon Sep 03 16:33:05 +0000 2018,.Danielle de Niese - all this because you dared to tweet the @BBC about their lack of #subalternmusicology -… https://t.co/mkEOCYHTcQ,0.0,0.887,0.113,-0.3182
219,@BBC,#KickinAss,Mon Sep 03 16:33:00 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
220,@BBC,Jordan Cruz,Mon Sep 03 16:32:36 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
221,@BBC,Trina Parker,Mon Sep 03 16:32:35 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
222,@BBC,Dan El Rojo,Mon Sep 03 16:32:31 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
223,@BBC,Lynn Leigh,Mon Sep 03 16:32:22 +0000 2018,RT @VegSam: #ShameBBC @BBC https://t.co/kMpA8nITqL,0.0,1.0,0.0,0.0
224,@BBC,Sam,Mon Sep 03 16:32:12 +0000 2018,"RT @BBC: ❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels. 
#InternationalFriend…",0.124,0.876,0.0,0.4767
225,@BBC,Jane🤔❌✡️,Mon Sep 03 16:32:11 +0000 2018,RT @BBC: Holy moly! 😲 https://t.co/Rjggxccufl,0.0,1.0,0.0,0.0
226,@BBC,Chris Riley,Mon Sep 03 16:32:01 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
227,@BBC,Ben Wesson,Mon Sep 03 16:32:01 +0000 2018,RT @RM3_SHERBET: Bomb disposal robot being deployed at the back of @bbc on Portland place corner with duchess st. @lbc @TheSun @TheLTDA roa…,0.0,0.873,0.127,-0.4939
228,@BBC,Marian,Mon Sep 03 16:31:55 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
229,@BBC,The Morning Spew,Mon Sep 03 16:31:53 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
230,@BBC,omgarianaxx,Mon Sep 03 16:31:51 +0000 2018,@arianatoldmeto @ArianaGrande @CapitalOfficial @BBCOne @BBC Do you want a ticket? I know someone that can sold you a ticket dm me!,0.086,0.914,0.0,0.1511
231,@BBC,Simon Mayfield,Mon Sep 03 16:31:43 +0000 2018,@upagreen1 @BBC It's basically propaganda. Climate alarmist rubbish and news agencies complicit BBC included. It's… https://t.co/lmEBolYRCJ,0.0,0.882,0.118,-0.25
232,@BBC,синьо-жовта волошка,Mon Sep 03 16:31:42 +0000 2018,"RT @KharkivObsInt: From now on, following the @BBC standards, Oswald Mosley, IRA, NIRA and Salman Abedi, apparently, should be named ""Briti…",0.0,1.0,0.0,0.0
233,@BBC,brandon wild,Mon Sep 03 16:31:30 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
234,@BBC,Megan Macdonell,Mon Sep 03 16:31:28 +0000 2018,"RT @BBC: ""I draw women because they suffer a lot.""

This is Sheillah, the 9 year-old Kenyan artist painting from the heart. https://t.co/gn…",0.0,0.851,0.149,-0.5423
235,@BBC,Monica Jasuja,Mon Sep 03 16:30:58 +0000 2018,RT @Neurophysik: Really @bbc? She is heading a space program in India and this is how you present her? There are other way to address the g…,0.0,1.0,0.0,0.0
236,@BBC,(((Keith))),Mon Sep 03 16:30:54 +0000 2018,"RT @beingrichard: Gross exaggeration of #antisemitism in Labour, and serial misuse/abuse of term by people like #MargaretHodge and #RabbiSa…",0.111,0.752,0.137,-0.1531
237,@BBC,Edd,Mon Sep 03 16:30:38 +0000 2018,"@slartybartfarst @BBC Thanks for the pic. Reminds me I need to make tea and I've only got a potato, a lemon, half a… https://t.co/zgqy5H4yAX",0.127,0.873,0.0,0.4404
238,@BBC,JG-UMP-UMF,Mon Sep 03 16:30:33 +0000 2018,"... while others, WHITE WOMEN cry out there AREN'T MANY OF THEM at the #Propaganda station @BBC #BBC @BBCRadio2 ...… https://t.co/K2DBhQiyIK",0.0,0.866,0.134,-0.4767
239,@BBC,Ferdous Ahmed,Mon Sep 03 16:30:23 +0000 2018,"RT @magwitch5151: I am absolutely furious at the @BBC &amp; @MarrShow for putting a target, literally a bullseye, upon back of Jeremy Corbyn, t…",0.0,0.834,0.166,-0.6115
240,@BBC,Emeka,Mon Sep 03 16:30:22 +0000 2018,RT @myarkwithin: #IamAmbazonia #FreeSouthernCameroons #GenocideInSouthernCameroons #FreeSisikuAyukTabe @USEmbYaounde @uscongress00 @USSenat…,0.0,1.0,0.0,0.0
241,@BBC,V di Vendetta,Mon Sep 03 16:30:14 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
242,@BBC,OutlawWhales,Mon Sep 03 16:30:11 +0000 2018,"RT @Disce_Pati_1672: @messymason @vegetarianj @IsaacKappy @nytimes @BBC Here ya go...

https://t.co/Krno3UG3aj",0.0,1.0,0.0,0.0
243,@BBC,James Frankie,Mon Sep 03 16:30:06 +0000 2018,How can any dj be worth 1.6 million pa @Davidnash71 @BBC @frankdavies713 #chrisevans ? Of the tax payers money @UKParliament,0.095,0.905,0.0,0.2263
244,@BBC,kevin burke,Mon Sep 03 16:29:54 +0000 2018,@clothcapman @SkyNews @BBC @Channel4News not to say you were told what would happen for letting the muslim animals… https://t.co/AdYbvohLV8,0.0,1.0,0.0,0.0
245,@BBC,No Shoes News,Mon Sep 03 16:29:52 +0000 2018,@IsaacKappy @marshared1 @nytimes @BBC https://t.co/zco5WCvzNh,0.0,1.0,0.0,0.0
246,@BBC,malimeđed,Mon Sep 03 16:29:51 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
247,@BBC,Back the BBC,Mon Sep 03 16:29:40 +0000 2018,"@Jean1709 @BBC @eddiemair @theJeremyVine @achrisevans It's illegal, but I guess it's very hard to challenge star/ta… https://t.co/wRlEIi1eAe",0.096,0.678,0.226,-0.3599
248,@BBC,Ray Hall,Mon Sep 03 16:29:37 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
249,@BBC,Bobtat #AMarxistSect_InTheseShoes?,Mon Sep 03 16:29:33 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
250,@BBC,Charles Cloned,Mon Sep 03 16:29:19 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
251,@BBC,AbDoogh Khiar,Mon Sep 03 16:29:18 +0000 2018,@DerbyChrisW @BBC #BBCBias,0.0,1.0,0.0,0.0
252,@BBC,Mहर्षी Kश्यp,Mon Sep 03 16:29:08 +0000 2018,RT @Neurophysik: Really @bbc? She is heading a space program in India and this is how you present her? There are other way to address the g…,0.0,1.0,0.0,0.0
253,@BBC,Curtis Foreman,Mon Sep 03 16:28:59 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
254,@BBC,Michael Meyer,Mon Sep 03 16:28:47 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
255,@BBC,Teddy #BREXIT with NO DEAL,Mon Sep 03 16:28:41 +0000 2018,RT @MumGooner: @sprawlo @trdhorseracing @fullmetalgusset @itsafrogslife @tonycurren @CarlWil42543044 @Karenco30 @ElContador2000 @DD1958 @Te…,0.0,1.0,0.0,0.0
256,@BBC,catchmeifyoucandace,Mon Sep 03 16:28:40 +0000 2018,"RT @BBC: ""I draw women because they suffer a lot.""

This is Sheillah, the 9 year-old Kenyan artist painting from the heart. https://t.co/gn…",0.0,0.851,0.149,-0.5423
257,@BBC,Leonor Estirado Rodríguez,Mon Sep 03 16:28:22 +0000 2018,"RT @Gibraltar4SEDR: Come to Gibraltar and pull the yellow flowers from Catalan Bay, Mr Spanish nationalist bully Rivera #RiveraQuitameEste…",0.0,0.849,0.151,-0.4939
258,@BBC,Peter Irving,Mon Sep 03 16:28:20 +0000 2018,RT @irvingact3: The #theme music to the @BBC series evokes very special memories for me. Watched the #series and read both #Robert Graves b…,0.11,0.809,0.081,0.2006
259,@BBC,Haroon Rasheed,Mon Sep 03 16:28:15 +0000 2018,"RT @DanyalGilani: Meet Pakistan's youngest visual effects artist, Laraib Atta, daughter of renowned singer Attaullah Esakhelvi who has work…",0.0,1.0,0.0,0.0
260,@BBC,Jamie Johnston,Mon Sep 03 16:28:09 +0000 2018,"RT @tedtully: Here’s a right-wing religious extremist, who I’d never even heard of before this week, being allowed to compare Jeremy Corbyn…",0.0,1.0,0.0,0.0
261,@BBC,Waifu Kimiko,Mon Sep 03 16:28:05 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
262,@BBC,Martin Mavenjina,Mon Sep 03 16:28:04 +0000 2018,"RT @BBC: ""I draw women because they suffer a lot.""

This is Sheillah, the 9 year-old Kenyan artist painting from the heart. https://t.co/gn…",0.0,0.851,0.149,-0.5423
263,@BBC,DEDICATED DOCTORS,Mon Sep 03 16:28:00 +0000 2018,"RT @RussiaConnects: The following represents our analysis on why the propaganda against Vladimir Putin has become so prevalent.

THE STALIN…",0.0,0.905,0.095,-0.25
264,@BBC,FİLLER VE EBABİLLER,Mon Sep 03 16:27:40 +0000 2018,"👇👇👇👇👇👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP… https://t.co/TKjfDPDB9I",0.0,1.0,0.0,0.0
265,@BBC,RAMSHANKAR GUPTA,Mon Sep 03 16:27:33 +0000 2018,"RT @DealingWithEvil: I can't understand why law and it's implementation mechanism take so much time to understand a fact 

@DailyMailUK @Ei…",0.0,1.0,0.0,0.0
266,@BBC,JG-UMP-UMF,Mon Sep 03 16:27:22 +0000 2018,... while at #Propaganda state-sponsored/-funded/-run station @BBC #BBC @BBCRadio2 untalented overpaid moron… https://t.co/VaNeLlPTDn,0.0,1.0,0.0,0.0
267,@BBC,Russian Platform,Mon Sep 03 16:27:04 +0000 2018,"RT @RussiaConnects: The following represents our analysis on why the propaganda against Vladimir Putin has become so prevalent.

THE STALIN…",0.0,0.905,0.095,-0.25
268,@BBC,Jenny,Mon Sep 03 16:26:43 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
269,@BBC,Trixi,Mon Sep 03 16:26:42 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
270,@BBC,Jean Prince,Mon Sep 03 16:26:40 +0000 2018,@back_the_BBC @BBC @eddiemair @theJeremyVine @achrisevans Sounds like the govt thinks it's OK to forgo equal pay if… https://t.co/X7owl50Ots,0.249,0.687,0.064,0.6166
271,@BBC,Edd,Mon Sep 03 16:26:37 +0000 2018,"@slartybartfarst @BBC Thought you had an issue with the bbc, but all news sources are reporting it. Other agencies… https://t.co/FQARgsoBiA",0.0,1.0,0.0,0.0
272,@BBC,Lakshminarayanan,Mon Sep 03 16:26:28 +0000 2018,RT @Neurophysik: Really @bbc? She is heading a space program in India and this is how you present her? There are other way to address the g…,0.0,1.0,0.0,0.0
273,@BBC,B Sirius Now,Mon Sep 03 16:26:19 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
274,@BBC,Auto Mann,Mon Sep 03 16:26:16 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
275,@BBC,Ruhaniyat sewa,Mon Sep 03 16:26:15 +0000 2018,RT @Mahiyaa_13_7: #अब_बेटियों_से_भी_चलेगा_वंश Very proud moments for both boy and the girl. A boy pays his all creativity to make his new h…,0.231,0.769,0.0,0.7178
276,@BBC,RedRock Fan,Mon Sep 03 16:26:10 +0000 2018,Hey @BBC can you please inform me on how women are steaming there vaginas please. https://t.co/IcsRqv1QKw,0.247,0.753,0.0,0.5574
277,@BBC,April Howell🇺🇸#ReleaseItAll,Mon Sep 03 16:26:09 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
278,@BBC,RAMESH KUMAR SAXENA,Mon Sep 03 16:26:06 +0000 2018,@drjhavn1 @CNNnews18 @RahulGandhi @RSSorg @maryashakil @BBC @washingtonpost @narendramodi @realDonaldTrump… https://t.co/a1WZQ4PSIr,0.0,1.0,0.0,0.0
279,@BBC,Cay 💎 great awakening UK💎BF,Mon Sep 03 16:26:05 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
280,@BBC,St Budeaux Darren,Mon Sep 03 16:26:04 +0000 2018,"RT @BBC: These pilots in Scotland are joining the fight against plastic. 👏

https://t.co/MWCABk7ZIH",0.0,0.822,0.178,-0.3818
281,@BBC,Anuj Singh,Mon Sep 03 16:25:44 +0000 2018,@royalenfield @IAF_MCC @sidlal @Rudratej @RoyalAirForce @DefenceHQ @BBCBreaking @BBCWorld @ndtv @aajtak @dna… https://t.co/FmHDZm4snr,0.0,1.0,0.0,0.0
282,@BBC,John Marshall #FBPE,Mon Sep 03 16:25:31 +0000 2018,"RT @remain_central: Brexiter Liam Fox vs Brexiter David Davis on #Marr.

How can @BBCNews claim this is “both sides of the Brexit debate”?…",0.0,1.0,0.0,0.0
283,@BBC,UnaCinzia,Mon Sep 03 16:24:54 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
284,@BBC,annoyaliberal❌,Mon Sep 03 16:24:52 +0000 2018,Pull the plug let it pass on quietly @NBC @CBS @MSNBC @ABC @BBC @afnjapan @DNC @HouseDemocrats @SenateDems… https://t.co/pMjnaW2FQM,0.0,1.0,0.0,0.0
285,@BBC,CHRIS FAGAN,Mon Sep 03 16:24:42 +0000 2018,"RT @ChrisFagan57: I dare CNN &amp; MSNBC to show me ! One negative  story on the 8 years of Ex President Obama's dictatorship..Anti Police, Ant…",0.0,0.84,0.16,-0.6114
286,@BBC,Chewable,Mon Sep 03 16:24:40 +0000 2018,"Free Parking in the Philippines.
https://t.co/epnDhlXFH2
@cnn @bbc",0.32,0.68,0.0,0.5106
287,@BBC,❌ Ɉυѕтιη ƒσωℓєя ❌ #WalkAway,Mon Sep 03 16:24:02 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
288,@BBC,UFF DA❌,Mon Sep 03 16:24:02 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
289,@BBC,alison whitney,Mon Sep 03 16:23:53 +0000 2018,"RT @magwitch5151: I am absolutely furious at the @BBC &amp; @MarrShow for putting a target, literally a bullseye, upon back of Jeremy Corbyn, t…",0.0,0.834,0.166,-0.6115
