,Network,User,Date,Text,Positive,Neutral,Negative,Compound
290,@BBC,Kal Singh ; Dhindsa,Mon Sep 03 16:23:40 +0000 2018,@mukhtarsahota @bobbyfriction @BBC The programme could have done with being a two-parter. The Sahotas would have de… https://t.co/v7k6fcZNsG,0.0,1.0,0.0,0.0
291,@BBC,Kostas Karkagiannis,Mon Sep 03 16:23:29 +0000 2018,RT @DixieRose100: Did I just hear #Marr say he has guests “from both sides of Brexit: Liam Fox and David Davis?” He did say that! I don’t s…,0.0,1.0,0.0,0.0
292,@BBC,Debbie Stone,Mon Sep 03 16:23:24 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
293,@BBC,Ed Henderson,Mon Sep 03 16:23:01 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
294,@BBC,Jos Walk With God,Mon Sep 03 16:23:01 +0000 2018,"RT @FugeLisa: @IsaacKappy @nytimes @BBC How about the UKs BBC report the truth about EDF dumping 320,000 tonnes of crap from their nuclear…",0.085,0.735,0.18,-0.3818
295,@BBC,Booze & Nina,Mon Sep 03 16:22:47 +0000 2018,RT @cheese_butty: It's about time @BBC recognised that @UKLabour members pay for 46.3 #Linekers whereas the #vile #Tories pay for just 10.2…,0.0,0.877,0.123,-0.2023
296,@BBC,Lover of the Light,Mon Sep 03 16:22:43 +0000 2018,"RT @IsaacKappy: This is your daily reminder that Mark Thompson, CEO of @nytimes, used to run @bbc, where he used his power to cover up the…",0.0,1.0,0.0,0.0
297,@BBC,oh hey....,Mon Sep 03 16:22:33 +0000 2018,Wish I could see you @ArianaGrande my luck is dead rn @CapitalOfficial @BBCOne @BBC #sweetenersessions… https://t.co/Mh4kr8yg94,0.259,0.545,0.195,0.1027
298,@BBC,fomerly known as,Mon Sep 03 16:22:31 +0000 2018,"RT @DerbyChrisW: Come on @BBC, you cannot be serious! https://t.co/iFoxwLxu7t",0.144,0.856,0.0,0.1316
299,@BBC,Syed Asfaque Nawaz,Mon Sep 03 16:22:27 +0000 2018,RT @Neurophysik: Really @bbc? She is heading a space program in India and this is how you present her? There are other way to address the g…,0.0,1.0,0.0,0.0
300,@NYT,Craig K. Van Pay,Mon Sep 03 16:23:00 +0000 2018,RT @KathyandRo1: .@nyt @JonHaidt you are right that play allows the seeds of democracy to develop. Rinaldi says in play children invent the…,0.186,0.814,0.0,0.5859
301,@NYT,Melody Monroe,Mon Sep 03 16:22:32 +0000 2018,"@tbridis @jdawsey1 @EPA @wapo @nyt @slate @VOX @axios @thehill @bpolitics 
Going forward - Include the date of ever… https://t.co/ocAbbBuC2W",0.0,1.0,0.0,0.0
302,@NYT,KevinIvey,Mon Sep 03 16:19:43 +0000 2018,Well?? @cnn @ac360 @joenbc @nyt @ap @cbsthismorning @abcnews Are there ANY journalists alive?? Judicial Watch Uncov… https://t.co/HtMrzTSWsR,0.274,0.726,0.0,0.6868
303,@NYT,Andrea Valentini 🇨🇦,Mon Sep 03 16:11:32 +0000 2018,@MollyJongFast Days like this just reinforces my decsion to cancel my @NYT subscription 🤨,0.161,0.71,0.129,0.128
304,@NYT,Tarik Cyril Amar,Mon Sep 03 16:09:33 +0000 2018,the greatest story since shunning-on-the-vineyard. does anybody know if shunning-on-the-vineyard can be propitiated… https://t.co/zpb3S9Wrq6,0.244,0.756,0.0,0.6369
305,@NYT,ml8_ml8,Mon Sep 03 15:57:14 +0000 2018,"No, seriously, this is the NYT trying to institutionalize the writing of its journalists and it's not cool. The… https://t.co/l2CkDRbdTW",0.0,0.744,0.256,-0.5943
306,@NYT,Andres Bustamante,Mon Sep 03 15:43:00 +0000 2018,RT @KathyandRo1: .@nyt @JonHaidt you are right that play allows the seeds of democracy to develop. Rinaldi says in play children invent the…,0.186,0.814,0.0,0.5859
307,@NYT,SquareOne™,Mon Sep 03 15:39:15 +0000 2018,WPP Advertising Agency Names Mark Read as Chief Executive https://t.co/kDivaA28fI @NYT https://t.co/01FnpkauYi,0.0,1.0,0.0,0.0
308,@NYT,jun mark dawang,Mon Sep 03 15:32:27 +0000 2018,My July late @nyt still playing https://t.co/t3ty7rd1lH,0.231,0.769,0.0,0.2023
309,@NYT,TicTacGrow,Mon Sep 03 15:31:00 +0000 2018,@KathyandRo1 @NYT @JonHaidt Let’s Play!,0.402,0.598,0.0,0.4003
310,@NYT,Antonio Velardo,Mon Sep 03 15:28:38 +0000 2018,"""China’s Internet Obsesses Over Arrest of https://t.co/8jVZLXV1lR Founder Richard Liu"" via @NYT https://t.co/NnajDtoDrR #technology",0.0,0.732,0.268,-0.5267
311,@NYT,"Jose Tijam, PMP, CSM",Mon Sep 03 15:24:44 +0000 2018,"""WPP Advertising Agency Names Mark Read as Chief Executive"" via @NYT The New York Times https://t.co/7VnPw2clQC… https://t.co/Z7P9AZFX94",0.0,1.0,0.0,0.0
312,@NYT,Sandy PediPT,Mon Sep 03 15:16:50 +0000 2018,RT @KathyandRo1: .@nyt @JonHaidt you are right that play allows the seeds of democracy to develop. Rinaldi says in play children invent the…,0.186,0.814,0.0,0.5859
313,@NYT,QuietRevolutionForDecency,Mon Sep 03 15:13:10 +0000 2018,"RT @StevePrediletto: .@nyt S H A D E

A “routine day” for Trump: Golfing &amp; Tweeting. https://t.co/rv7yp6daJ3",0.0,1.0,0.0,0.0
314,@NYT,steven r. prediletto,Mon Sep 03 15:11:51 +0000 2018,".@nyt S H A D E

A “routine day” for Trump: Golfing &amp; Tweeting. https://t.co/rv7yp6daJ3",0.0,1.0,0.0,0.0
315,@NYT,David Samaniego A.,Mon Sep 03 15:08:24 +0000 2018,"RT @lab_rtvees: ¿Suenan todas las canciones del verano igual? El @nyt ha hecho en un formato especial este análisis:
https://t.co/9zJhukkYb…",0.112,0.888,0.0,0.34
316,@NYT,CA49Dem,Mon Sep 03 14:56:15 +0000 2018,"Actually @NYT Hurricane Maria IS a real catastrophe.

Yes, Mr. Trump, Hurricane Maria Was a ‘Real Catastrophe’ https://t.co/reNdhblr1D",0.128,0.664,0.209,-0.4019
317,@NYT,KathyandRo,Mon Sep 03 14:29:53 +0000 2018,.@nyt @JonHaidt you are right that play allows the seeds of democracy to develop. Rinaldi says in play children inv… https://t.co/IraW4OaQPB,0.202,0.798,0.0,0.5859
318,@NYT,Planet of the Cabal,Mon Sep 03 14:23:17 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Page has been walking a fine line for 2 years. He’s under a classif… https://t.co/GQJWa4ngKZ,0.107,0.893,0.0,0.2023
319,@NYT,Paul R. Reyes,Mon Sep 03 14:22:12 +0000 2018,"I'm so old that I remember when the @NYT hated Senator McCain 

Barack Obama - Editorial Board - Endorsement  https://t.co/FR0Ltxq6mi",0.107,0.698,0.195,-0.4404
320,@NYT,"Jose Tijam, PMP, CSM",Mon Sep 03 14:13:14 +0000 2018,"""China’s Internet Obsesses Over Arrest of https://t.co/HTQWtOIBUV Founder Richard Liu"" via @NYT The New York Times… https://t.co/LeWiVwD8kh",0.0,0.773,0.227,-0.5267
321,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 14:06:52 +0000 2018,@FutileResitance @Vote_Blue_2018_ @seanmdav @NYT Yeah but the one guy that's worried he might be labeled a rat by t… https://t.co/j89cpNJm5g,0.075,0.794,0.131,-0.296
322,@NYT,SquareOne™,Mon Sep 03 14:04:03 +0000 2018,The New New World: China’s Internet Obsesses Over Arrest of https://t.co/dMLA35az5u Founder Richard Liu… https://t.co/pEMYT7Osn9,0.0,0.747,0.253,-0.5267
323,@NYT,Planet of the Cabal,Mon Sep 03 13:58:33 +0000 2018,"@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Here is ANOTHER source!! 

describing the ONLY NY city ENERGY CONSU… https://t.co/vrzKTAWEOG",0.186,0.814,0.0,0.5294
324,@NYT,Beth Giordano,Mon Sep 03 13:55:39 +0000 2018,"On Your Day Off, Learn About the Work of Others https://t.co/tWQEVNL40V  @NYT",0.0,1.0,0.0,0.0
325,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 13:48:54 +0000 2018,@FutileResitance @Vote_Blue_2018_ @seanmdav @NYT Not sure if it was the link or calling someone an ape.,0.133,0.867,0.0,0.3182
326,@NYT,Planet of the Cabal,Mon Sep 03 13:45:41 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT It’s useless. I backed up the citation truck on him... he doesn’t r… https://t.co/kddvdBpf2r,0.058,0.794,0.148,-0.4019
327,@NYT,Planet of the Cabal,Mon Sep 03 13:44:20 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT More bad links Vote4 https://t.co/2z9QJuiHDl,0.0,0.678,0.322,-0.5849
328,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 13:43:17 +0000 2018,@Vote_Blue_2018_ @FutileResitance @seanmdav @NYT Ok but didn't he complain about being outed as an FBI source? That… https://t.co/xHRUWNNGO1,0.21,0.79,0.0,0.5048
329,@NYT,Planet of the Cabal,Mon Sep 03 13:42:39 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Rosanne Barr for fire for calling folk apes lolz,0.216,0.643,0.14,0.3182
330,@NYT,Planet of the Cabal,Mon Sep 03 13:41:12 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Right? They can’t even read very very detailed descriptions of Cart… https://t.co/yHTUYoFFCl,0.0,1.0,0.0,0.0
331,@NYT,Laura Mathis,Mon Sep 03 13:38:47 +0000 2018,@TimHerrera loved your Day Off piece in @NYT today. Today I’m doing a Pomodoro-type attack of organization on my ho… https://t.co/QsIqYlaUDz,0.156,0.72,0.124,0.2023
332,@NYT,Planet of the Cabal,Mon Sep 03 13:38:29 +0000 2018,"@Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT There it is. “I believe the FBI, senior leadership, they are honest… https://t.co/V2hRKn6Tar",0.0,1.0,0.0,0.0
333,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 13:38:09 +0000 2018,"@Vote_Blue_2018_ @FutileResitance @seanmdav @NYT Funny, you think the president didn't look at the same information… https://t.co/B7xVJI5MN9",0.162,0.838,0.0,0.4404
334,@NYT,VoteForAClownGetACircus,Mon Sep 03 13:37:38 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT No where in Carter Page's testimony does he admit to being UCE-1

H… https://t.co/s6eUVCIb36",0.09,0.8,0.11,-0.1027
335,@NYT,jane margolies,Mon Sep 03 13:36:58 +0000 2018,"As expected, some snarky comments on my story for @nyt about a new Manhattan development that accommodates observan… https://t.co/Zz6Yor2BDu",0.0,1.0,0.0,0.0
336,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 13:36:20 +0000 2018,@Vote_Blue_2018_ @FutileResitance @seanmdav @NYT That's racist.,0.0,0.556,0.444,-0.6124
337,@NYT,VoteForAClownGetACircus,Mon Sep 03 13:33:38 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT Male-1 and UCE-1 are two separate people. Reading into news reports… https://t.co/yhQpJ5DbRZ,0.0,1.0,0.0,0.0
338,@NYT,Archie Bunker,Mon Sep 03 13:32:45 +0000 2018,"@Vote_Blue_2018_ @FutileResitance @RaifeHollister @seanmdav @NYT TRUE. 

Read ALL THE ACCOUNTS at once... the SDNY… https://t.co/WHgiokJhZ1",0.202,0.798,0.0,0.5473
339,@NYT,VoteForAClownGetACircus,Mon Sep 03 13:31:39 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT Planet, I realize when Donnie Dotard pounds his chest like an ape a… https://t.co/yg22VqDw5q",0.135,0.865,0.0,0.3612
340,@NYT,Archie Bunker,Mon Sep 03 13:29:20 +0000 2018,"@Vote_Blue_2018_ @FutileResitance @RaifeHollister @seanmdav @NYT Describe in your own words what male-1 did, who he… https://t.co/rXA2fYM3cy",0.0,1.0,0.0,0.0
341,@NYT,Planet of the Cabal,Mon Sep 03 13:24:56 +0000 2018,@Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT I can’t help you anymore. If it isn’t blatantly obvious that Carter… https://t.co/l9jYemd62t,0.153,0.847,0.0,0.4019
342,@NYT,VoteForAClownGetACircus,Mon Sep 03 13:21:24 +0000 2018,@ArchieWouldSay @FutileResitance @RaifeHollister @seanmdav @NYT False,0.0,1.0,0.0,0.0
343,@NYT,Archie Bunker,Mon Sep 03 13:20:22 +0000 2018,@FutileResitance @Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT What a nitwit UC-1 and male-1 both described the s… https://t.co/o2GxZz9r3m,0.0,1.0,0.0,0.0
344,@NYT,VoteForAClownGetACircus,Mon Sep 03 13:20:03 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT ""The two describe the same person in different documents""

Absolute… https://t.co/m0qkK6fHL2",0.0,1.0,0.0,0.0
345,@NYT,VoteForAClownGetACircus,Mon Sep 03 13:16:27 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT It is blatantly false that Male-1 and UCE-1 are the same person.

You have no proof of that.",0.0,0.905,0.095,-0.296
346,@NYT,Planet of the Cabal,Mon Sep 03 13:12:52 +0000 2018,@Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT The two describe the same person in different documents. UC-1 under… https://t.co/dJcs8b48PA,0.0,1.0,0.0,0.0
347,@NYT,Ruth Barbetta,Mon Sep 03 13:01:20 +0000 2018,RT @Shamrocksmollye: @nytimes If you sold it for a nickel a month the @NYT WOULD NOT BE A GOOD DEAL. WHY PAY FOR LIES WHEN WE CAN HEAR THE…,0.112,0.712,0.175,-0.2577
348,@NYT,Shamrocks and roses,Mon Sep 03 12:53:53 +0000 2018,RT @Shamrocksmollye: @nytimes If you sold it for a nickel a month the @NYT WOULD NOT BE A GOOD DEAL. WHY PAY FOR LIES WHEN WE CAN HEAR THE…,0.112,0.712,0.175,-0.2577
349,@NYT,Sigurd Neubauer,Mon Sep 03 12:01:53 +0000 2018,"This is the @NYT article that I discussed.

https://t.co/x6jbxVdSb0",0.0,1.0,0.0,0.0
350,@NYT,Sigurd Neubauer,Mon Sep 03 11:56:33 +0000 2018,ICYMI: My interview w/@AJArabic where I discuss a recent @NYT article revealing how #Israel sold surveillance techn… https://t.co/6JeIHT3DOm,0.0,1.0,0.0,0.0
351,@NYT,J.M Martín García,Mon Sep 03 11:55:10 +0000 2018,"RT @lab_rtvees: ¿Suenan todas las canciones del verano igual? El @nyt ha hecho en un formato especial este análisis:
https://t.co/9zJhukkYb…",0.112,0.888,0.0,0.34
352,@NYT,Laboratorio rtve.es,Mon Sep 03 11:54:00 +0000 2018,¿Suenan todas las canciones del verano igual? El @nyt ha hecho en un formato especial este análisis:… https://t.co/jAWBB0TAkG,0.124,0.876,0.0,0.34
353,@NYT,SquareOne™,Mon Sep 03 10:43:40 +0000 2018,DealBook: Silicon Valley Doesn’t Like Trump. It Can Still Work With the Government. https://t.co/oLltpjrz1D @NYT https://t.co/V6jKLdPtDF,0.143,0.857,0.0,0.3612
354,@NYT,"Jose Tijam, PMP, CSM",Mon Sep 03 10:09:14 +0000 2018,"""Silicon Valley Doesn’t Like Trump. It Can Still Work With the Government."" via @NYT The New York Times… https://t.co/m9f6q4Kqjj",0.122,0.878,0.0,0.3612
355,@NYT,Monica,Mon Sep 03 09:31:42 +0000 2018,@SkyTG24 @BBCWorld @BBCNews @lemondefr @washingtonpost @NYT @nytimes @CNN @cnni @France24_ar @France24_fr @FRANCE24… https://t.co/4bhtUyTq3W,0.0,1.0,0.0,0.0
356,@NYT,Sean Sasso,Mon Sep 03 09:08:23 +0000 2018,"""A Couch Surfer Lands His Perfect Apartment"" via @NYT https://t.co/n9iwFDkZKE https://t.co/mI44oYT5VK",0.27,0.73,0.0,0.5719
357,@NYT,Antonio Velardo,Mon Sep 03 07:33:28 +0000 2018,"""Tech Giants Now Share Details on Political Ads. What Does That Mean For You?"" via @NYT https://t.co/amLvcCcpos #technology",0.115,0.885,0.0,0.296
358,@NYT,VoteForAClownGetACircus,Mon Sep 03 06:05:43 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT You have yet to provide evidence Carter Page is UCE-1.,0.0,1.0,0.0,0.0
359,@NYT,VoteForAClownGetACircus,Mon Sep 03 06:03:53 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT Thank you for proving me correct.

Carter Page is noted as Male-1 n… https://t.co/xM6gLBXmWP",0.128,0.872,0.0,0.3612
360,@NYT,Planet of the Cabal,Mon Sep 03 06:02:19 +0000 2018,@Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT If Page has waffled on television or in articles about being a conf… https://t.co/SoHr5pZk5A,0.0,1.0,0.0,0.0
361,@NYT,Planet of the Cabal,Mon Sep 03 05:52:29 +0000 2018,@Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT New York Times and Buzzfeed both confirmed Carter Page worked Burya… https://t.co/k3G48WDovG,0.0,1.0,0.0,0.0
362,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:16:59 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT You did not post verification. 
You posted speculation.",0.0,1.0,0.0,0.0
363,@NYT,Monica,Mon Sep 03 05:12:11 +0000 2018,@SkyTG24 @BBCWorld @BBCNews @lemondefr @washingtonpost @NYT @nytimes @CNN @cnni @France24_ar @France24_fr @FRANCE24… https://t.co/nWgMMd62cq,0.0,1.0,0.0,0.0
364,@NYT,Planet of the Cabal,Mon Sep 03 05:11:35 +0000 2018,"@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Context, which case? I’d have to read the “denial” &amp; article date… https://t.co/hBsTXqsD3w",0.0,1.0,0.0,0.0
365,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:11:17 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT https://t.co/WFV3hdgFPL,0.0,1.0,0.0,0.0
366,@NYT,Monica,Mon Sep 03 05:09:32 +0000 2018,@SkyTG24 @BBCWorld @BBCNews @lemondefr @washingtonpost @NYT @nytimes @CNN @cnni @France24_ar @France24_fr @FRANCE24… https://t.co/iI47fMP5tx,0.0,1.0,0.0,0.0
367,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:08:52 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT Told that the undercover agent planted recording devices in order t… https://t.co/lpXWmm8CMo,0.0,1.0,0.0,0.0
368,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:08:20 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT I’m not very familiar with the whole UCE concept,” he initially tol… https://t.co/utRQRlCAU1",0.0,1.0,0.0,0.0
369,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:08:09 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT But Page poured cold water on theory.,0.0,1.0,0.0,0.0
370,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:07:23 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT An article at RedState analyzed Page’s role in the spy ring case an… https://t.co/JZ8TDjltZi,0.0,1.0,0.0,0.0
371,@NYT,Planet of the Cabal,Mon Sep 03 05:04:46 +0000 2018,@Vote_Blue_2018_ @RaifeHollister @seanmdav @NYT Lolz 0 for 2 on the shadow-banned Daily Caller link https://t.co/QGe2KZnPCR,0.236,0.764,0.0,0.5719
372,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 05:03:48 +0000 2018,@Vote_Blue_2018_ @FutileResitance @seanmdav @NYT Denied what? Do you realize he was denying working as a spy to bug Kremlin agents?,0.0,0.75,0.25,-0.6868
373,@NYT,VoteForAClownGetACircus,Mon Sep 03 05:02:06 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT ....well it is a link to the Daily Caller so I can really blame Twitter,0.0,0.844,0.156,-0.4509
374,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 05:01:54 +0000 2018,@Vote_Blue_2018_ @FutileResitance @seanmdav @NYT He has never denied being an informant. I'll prove it you in the m… https://t.co/n0UJsF3aQq,0.118,0.882,0.0,0.3412
375,@NYT,VoteForAClownGetACircus,Mon Sep 03 04:59:51 +0000 2018,"@RaifeHollister @FutileResitance @seanmdav @NYT Page personally denied it to the Daily Caller. 

https://t.co/WFV3hdgFPL",0.0,0.805,0.195,-0.4404
376,@NYT,VoteForAClownGetACircus,Mon Sep 03 04:58:32 +0000 2018,@FutileResitance @RaifeHollister @seanmdav @NYT https://t.co/WFV3hdgFPL),0.0,1.0,0.0,0.0
377,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 04:57:38 +0000 2018,@Vote_Blue_2018_ @FutileResitance @seanmdav @NYT It's hard to trust those crackpot conspiracy theorists at the NYT… https://t.co/GFWiQpJQfJ,0.156,0.616,0.227,-0.128
378,@NYT,VoteForAClownGetACircus,Mon Sep 03 04:57:38 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT Page personally denied it to the Daily Caller.

 (link:… https://t.co/y8zKJn96K1",0.0,0.818,0.182,-0.4404
379,@NYT,Planet of the Cabal,Mon Sep 03 04:55:07 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Got a reply... must have been juicy Votefor 😂 too bad I can’t read… https://t.co/Psuza2Vssx,0.0,0.811,0.189,-0.5423
380,@NYT,Keren Lavelle,Mon Sep 03 04:47:41 +0000 2018,The @nyt don’t get what the spill is but. https://t.co/FeIoFLy8wL,0.0,1.0,0.0,0.0
381,@NYT,VoteForAClownGetACircus,Mon Sep 03 04:46:04 +0000 2018,"@FutileResitance @RaifeHollister @seanmdav @NYT Page personally denied it to the Daily Caller.

https://t.co/WFV3hdgFPL",0.0,0.805,0.195,-0.4404
382,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 04:45:47 +0000 2018,"@FutileResitance @Vote_Blue_2018_ @seanmdav @NYT For the left, if its not vetted by Rachel Maddow then it's fake news.",0.0,0.846,0.154,-0.4767
383,@NYT,Planet of the Cabal,Mon Sep 03 04:44:14 +0000 2018,@RaifeHollister @Vote_Blue_2018_ @seanmdav @NYT Yeah... maybe I can find it cited on Fox or Wall Street Journal lolz,0.188,0.812,0.0,0.5719
384,@NYT,Earnest T. Bear ❌🐻❌,Mon Sep 03 04:36:33 +0000 2018,"@FutileResitance @Vote_Blue_2018_ @seanmdav @NYT You better not cite Buzzfeed or The New York Times, the left will… https://t.co/flUBK2xHp7",0.146,0.854,0.0,0.4404
385,@NYT,Planet of the Cabal,Mon Sep 03 04:23:56 +0000 2018,@Vote_Blue_2018_ @RaifeHollister @seanmdav Wrong. Buzzfeed Ali Watkins leaked Carter Page’s identity after Boyfrien… https://t.co/maOmp0QTWH,0.0,0.69,0.31,-0.6597
386,@NYT,E-D,Mon Sep 03 04:00:45 +0000 2018,@MalcolmNance @McFaul @maddow @CNNPolitics @kylegriffin1 @AriMelber @TheDemCoalition @Millennial_Dems… https://t.co/FStqTJ45ls,0.0,1.0,0.0,0.0
387,@NYT,ALEX.F,Mon Sep 03 03:44:52 +0000 2018,RT @Reza_Kahlili: Iran General: Our Ultimate Goal Is the Destruction of America And Israel http://t.co/P2AglJdstO @CBS @ABC @NBCNews @WSJ @…,0.0,0.837,0.163,-0.5719
388,@NYT,JILL E BERRY,Mon Sep 03 03:44:47 +0000 2018,@BradDudding @NYT Yeah but you won’t be in STL!,0.191,0.809,0.0,0.2244
389,@NYT,Dan B,Mon Sep 03 03:02:21 +0000 2018,This is what @NYT intentionally leaves OUT of their recent piece on Oleg Deripaska. Want more info re Deripaska… https://t.co/nds90rUnmS,0.064,0.936,0.0,0.0772
390,@NYT,Jason Cutter,Mon Sep 03 02:43:55 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
391,@NYT,Carol Diaz,Mon Sep 03 02:43:19 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
392,@NYT,(Marcy) Maurice Renfrow,Mon Sep 03 02:39:44 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
393,@NYT,M. D. B.,Mon Sep 03 02:39:35 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
394,@NYT,Patrice C Collins,Mon Sep 03 02:38:13 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
395,@NYT,"Noname, Nobody",Mon Sep 03 02:37:04 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
396,@NYT,Blue Wave Rising  ❄️,Mon Sep 03 02:34:37 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
397,@NYT,Michael,Mon Sep 03 02:31:42 +0000 2018,"RT @99joemal: That report needs to hear from legal experts, and pronto!Please RT! @aclu @MSNBC @CBS @ NBC @ CNN @ ABC @WAPO  @nyt https://t…",0.09,0.91,0.0,0.2695
398,@NYT,Kevin Anton,Mon Sep 03 02:31:35 +0000 2018,"RT @KassandraSeven: How Brett Kavanaugh Would Transform the Supreme Court 

(@NYT “How Brett a Kavanaugh Would RUIN the Supreme Court”. The…",0.251,0.592,0.158,0.3954
399,@NYT,Don Klyne,Mon Sep 03 02:29:50 +0000 2018,@KassandraSeven @NYT It’s such a shame that one man can actually own a SCOTUS Justice !,0.208,0.618,0.174,0.1511
400,@CBS,bandry27,Mon Sep 03 16:35:43 +0000 2018,@me53013674 @CBS And Scottie too,0.0,1.0,0.0,0.0
401,@CBS,jordan🌥,Mon Sep 03 16:35:32 +0000 2018,@ghhhhhh23294719 @CBS @CBSBigBrother @agrodner22 are you? Tyler broke the rules during the HOH comp. Haleigh SHOULD be HOH,0.0,0.859,0.141,-0.4215
402,@CBS,me,Mon Sep 03 16:35:29 +0000 2018,@DarcyStAmant @CBS there's obviously no rules in this house? why should she obay if they dont #bb20,0.0,0.879,0.121,-0.296
403,@CBS,راضي,Mon Sep 03 16:35:09 +0000 2018,RT @djkingassassin: Purchases from @Amazon @Apple computer order destroys inner-city Pastors life. https://t.co/vo7wEQsAp6 #GovernmentSpywa…,0.0,0.783,0.217,-0.5574
404,@CBS,❌JOHNQPUBLIC❌,Mon Sep 03 16:34:20 +0000 2018,RT @ThomasLasture: @ReneeCarrollAZ @CNN @MSNBC @ABC @CBS @nbc @POTUS @realDonaldTrump MSM https://t.co/qnLAVQrPRi,0.0,1.0,0.0,0.0
405,@CBS,Darcy St. Amant,Mon Sep 03 16:33:53 +0000 2018,"@me53013674 @CBS She can’t sue, they sign a disclaimer.",0.0,1.0,0.0,0.0
406,@CBS,David Brown,Mon Sep 03 16:33:23 +0000 2018,https://t.co/ebNXIluXuo @AndrewGillum  @RonDeSantisFL @BernieSanders @chuckschumer @NancyPelosi @chucktodd… https://t.co/rpRd8OsT7Y,0.0,1.0,0.0,0.0
